Test Description,Passed,Reason
Checking correctness of DNS records,True,OK
Checking correctness of DNS records,True,OK
Checking correctness of DNS records,True,OK
Checking correctness of DNS records,True,OK
Checking correctness of DNS records,True,OK
Checking correctness of DNS records,True,OK
HTTP check 'http://kathara.org/' on client status,True,HTTP 200 == 200
HTTP check 'http://kathara.org/' on client body substring 'Static routing and hierarchical DNS are working.',True,OK
Checking the output of the command 'sysctl net.ipv4.ip_forward' on 'r1',True,OK
Checking the output of the command 'sysctl net.ipv4.ip_forward' on 'r2',True,OK
Checking the output of the command 'sysctl net.ipv4.ip_forward' on 'r3',True,OK
Checking the output of the command 'sysctl net.ipv4.ip_forward' on 'r4',True,OK
Checking the output of the command 'sysctl net.ipv4.ip_forward' on 'r5',True,OK
